disruptive_analysis_revenue,disruptive_analysis_rd_intensity,disruptive_analysis_margin_trend,disruptive_analysis_growth_rate,valuation_analysis_market_cap,valuation_analysis_margin_of_safety,price_change_6m,date,ticker
6910000000.0,0.2117221418234443,-0.03500000000000003,-0.2886555486926086,124564860000.0,-0.5581477180241959,0.44827586206896564,2021-12-21,NVDA
27638000000.0,0.21416166148057023,0.05699999999999994,-0.3201485745209456,956891269194.0,-0.5554249732854729,0.003306878306878354,2021-12-21,META
229234000000.0,0.05052042890670668,-0.032999999999999974,-0.13690393267945555,1287658197000.0,0.47239654086909194,0.44850039463299124,2021-12-21,AAPL
8830669000.0,0.08835480075178902,-0.09800000000000003,-0.24477159406888718,141804969582.0,-1.4283708469132255,-0.1381349386037344,2021-12-21,NFLX
48005000000.0,0.12621601916467035,-0.010000000000000009,-0.026859922967768093,199104111787.0,1.3760869837437588,-0.1406557964522487,2021-12-21,CSCO
59387000000.0,0.213598935794029,0.04999999999999993,-0.05375950032663597,261348000000.0,0.707059776603114,0.2437655860349128,2021-12-21,INTC
79919000000.0,0.07164754313742665,-0.07700000000000007,0.00985607601814529,118710844334.0,3.120640352233768,-0.04401342782543831,2021-12-21,IBM
39450000000.0,0.0,0.279,-0.04103262190675288,37821522102.0,2.702478512794489,-0.001024940211821016,2021-12-21,DAL
2300992000.0,0.3498617118182071,0.05700000000000005,-0.04490260131082489,16768380000.0,-1.9024842358269687,0.10528506034124001,2021-12-21,MRVL
21222100000.0,0.250225001295819,-0.04600000000000004,0.06249687090088015,126189987233.0,0.1281010406482698,0.15087565674255696,2021-12-21,LLY
1129167000.0,0.24228568493411515,0.0010000000000000009,-0.3140708279623323,15539567177.0,-0.6397416475315293,-0.23341375150784063,2021-12-21,ANET
845903000.0,0.3411963310214055,-0.17800000000000005,-0.2679061185314555,5518403176.0,-1.2349243515180663,0.16903515332834718,2021-12-21,NTNX
111780000000.0,0.13028269815709428,0.01100000000000001,0.0007520412548345509,141806000000.0,9.653065466690801,0.1139337952270978,2021-12-21,NVO
4319000000.0,0.233387358184765,-0.213,-0.17780316009899105,51427319243.0,-0.9971517390815676,0.46798975672215115,2021-12-21,AMD
52824000000.0,0.14940178706648494,-0.029000000000000026,0.005290602519697028,216826914222.0,1.3970366787223036,-0.11397557666214381,2021-12-21,PFE
